List of MCUs selection: 1617 items. Database version: Wed Jan 22 05:50:05 PST 2020,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Part No,Reference,Marketing Status,Unit Price for 10kU (US$),Board,Package,Flash,RAM,IO,Freq.
STM32L151V8-A,STM32L151V8HxA,Active,2.116,,UFBGA100,64 kBytes,32 kBytes,83,32 MHz
STM32L151V8,STM32L151V8Tx,NRND,2.116,,LQFP100,64 kBytes,10 kBytes,83,32 MHz
STM32L151V8-A,STM32L151V8TxA,Active,2.116,,LQFP100,64 kBytes,32 kBytes,83,32 MHz
STM32L151VB,STM32L151VBHx,NRND,2.353,,UFBGA100,128 kBytes,16 kBytes,83,32 MHz
STM32L151VB-A,STM32L151VBHxA,Active,2.353,,UFBGA100,128 kBytes,32 kBytes,83,32 MHz
STM32L151VB,STM32L151VBTx,NRND,2.353,,LQFP100,128 kBytes,16 kBytes,83,32 MHz
STM32L151VB-A,STM32L151VBTxA,Active,2.353,,LQFP100,128 kBytes,32 kBytes,83,32 MHz
STM32L151VC,STM32L151VCHx,Active,2.72,,UFBGA100,256 kBytes,32 kBytes,83,32 MHz
STM32L151VC,STM32L151VCTx,Active,2.72,,LQFP100,256 kBytes,32 kBytes,83,32 MHz
STM32L151VC-A,STM32L151VCTxA,NRND,2.72,,LQFP100,256 kBytes,32 kBytes,83,32 MHz
STM32L151VD,STM32L151VDTx,Active,2.93,,LQFP100,384 kBytes,48 kBytes,83,32 MHz
STM32L151VD-X,STM32L151VDTxX,Active,2.93,,LQFP100,384 kBytes,80 kBytes,83,32 MHz
STM32L151VD-X,STM32L151VDYxX,Active,2.93,,WLCSP104,384 kBytes,80 kBytes,83,32 MHz
STM32L151VE,STM32L151VETx,Active,3.251,,LQFP100,512 kBytes,80 kBytes,83,32 MHz
STM32L151VE,STM32L151VEYx,Active,3.251,,WLCSP104,512 kBytes,80 kBytes,83,32 MHz
STM32L151ZC,STM32L151ZCTx,Active,3.626,,LQFP144,256 kBytes,32 kBytes,115,32 MHz
STM32L151ZD,STM32L151ZDTx,Active,4.057,,LQFP144,384 kBytes,48 kBytes,115,32 MHz
STM32L151ZE,STM32L151ZETx,Active,4.402,,LQFP144,512 kBytes,80 kBytes,115,32 MHz
STM32L152C6,STM32L152C6Tx,NRND,1.49,,LQFP48,32 kBytes,10 kBytes,37,32 MHz
STM32L152C6-A,STM32L152C6TxA,Active,1.49,,LQFP48,32 kBytes,16 kBytes,37,32 MHz
STM32L152C6,STM32L152C6Ux,NRND,1.49,,UFQFPN48,32 kBytes,10 kBytes,37,32 MHz
STM32L152C6-A,STM32L152C6UxA,Active,1.49,,UFQFPN48,32 kBytes,16 kBytes,37,32 MHz
STM32L152C8,STM32L152C8Tx,NRND,1.706,,LQFP48,64 kBytes,10 kBytes,37,32 MHz
STM32L152C8-A,STM32L152C8TxA,Active,1.706,,LQFP48,64 kBytes,32 kBytes,37,32 MHz
STM32L152C8,STM32L152C8Ux,NRND,1.706,,UFQFPN48,64 kBytes,10 kBytes,37,32 MHz
STM32L152C8-A,STM32L152C8UxA,Active,1.706,,UFQFPN48,64 kBytes,32 kBytes,37,32 MHz
STM32L152CB,STM32L152CBTx,NRND,1.943,,LQFP48,128 kBytes,16 kBytes,37,32 MHz
STM32L152CB-A,STM32L152CBTxA,Active,1.943,,LQFP48,128 kBytes,32 kBytes,37,32 MHz
STM32L152CB,STM32L152CBUx,NRND,1.943,,UFQFPN48,128 kBytes,16 kBytes,37,32 MHz
STM32L152CB-A,STM32L152CBUxA,Active,1.943,,UFQFPN48,128 kBytes,32 kBytes,37,32 MHz
STM32L152CC,STM32L152CCTx,Active,2.31,,LQFP48,256 kBytes,32 kBytes,37,32 MHz
STM32L152CC,STM32L152CCUx,Active,2.31,,UFQFPN48,256 kBytes,32 kBytes,37,32 MHz
STM32L152QC,STM32L152QCHx,Active,3.496,,UFBGA132,256 kBytes,32 kBytes,112,32 MHz
STM32L152QD,STM32L152QDHx,Active,3.928,,UFBGA132,384 kBytes,48 kBytes,112,32 MHz
STM32L152QE,STM32L152QEHx,Active,4.273,,UFBGA132,512 kBytes,80 kBytes,111,32 MHz
STM32L152R6,STM32L152R6Hx,NRND,1.663,,TFBGA64,32 kBytes,10 kBytes,50,32 MHz
STM32L152R6-A,STM32L152R6HxA,Active,1.663,,TFBGA64,32 kBytes,16 kBytes,50,32 MHz
STM32L152R6,STM32L152R6Tx,NRND,1.663,,LQFP64,32 kBytes,10 kBytes,51,32 MHz
STM32L152R6-A,STM32L152R6TxA,Active,1.663,,LQFP64,32 kBytes,16 kBytes,51,32 MHz
STM32L152R8,STM32L152R8Hx,NRND,1.878,,TFBGA64,64 kBytes,10 kBytes,50,32 MHz
STM32L152R8-A,STM32L152R8HxA,Active,1.878,,TFBGA64,64 kBytes,32 kBytes,50,32 MHz
STM32L152R8,STM32L152R8Tx,NRND,1.878,,LQFP64,64 kBytes,10 kBytes,51,32 MHz
STM32L152R8-A,STM32L152R8TxA,Active,1.878,,LQFP64,64 kBytes,32 kBytes,51,32 MHz
STM32L152RB,STM32L152RBHx,NRND,2.116,,TFBGA64,128 kBytes,16 kBytes,50,32 MHz
STM32L152RB-A,STM32L152RBHxA,Active,2.116,,TFBGA64,128 kBytes,32 kBytes,50,32 MHz
STM32L152RB,STM32L152RBTx,NRND,2.116,STM32L-DISCOVERY,LQFP64,128 kBytes,16 kBytes,51,32 MHz
STM32L152RB-A,STM32L152RBTxA,Active,2.116,,LQFP64,128 kBytes,32 kBytes,51,32 MHz
STM32L152RC,STM32L152RCTx,Active,2.383,32L152CDISCOVERY,LQFP64,256 kBytes,32 kBytes,51,32 MHz
STM32L152RC-A,STM32L152RCTxA,NRND,2.383,,LQFP64,256 kBytes,32 kBytes,51,32 MHz
STM32L152RD,STM32L152RDTx,Active,2.625,,LQFP64,384 kBytes,48 kBytes,51,32 MHz
STM32L152RD,STM32L152RDYx,Active,2.625,,WLCSP64,384 kBytes,48 kBytes,51,32 MHz
STM32L152RE,STM32L152RETx,Active,3.159,NUCLEO-L152RE,LQFP64,512 kBytes,80 kBytes,51,32 MHz
STM32L152UC,STM32L152UCYx,Active,2.224,,WLCSP63,256 kBytes,32 kBytes,51,32 MHz
STM32L152V8,STM32L152V8Hx,NRND,2.223,,UFBGA100,64 kBytes,10 kBytes,83,32 MHz
STM32L152V8-A,STM32L152V8HxA,Active,2.223,,UFBGA100,64 kBytes,32 kBytes,83,32 MHz
STM32L152V8,STM32L152V8Tx,NRND,2.223,,LQFP100,64 kBytes,10 kBytes,83,32 MHz
STM32L152V8-A,STM32L152V8TxA,Active,2.223,,LQFP100,64 kBytes,32 kBytes,83,32 MHz
STM32L152VB,STM32L152VBHx,NRND,2.461,,UFBGA100,128 kBytes,16 kBytes,83,32 MHz
STM32L152VB-A,STM32L152VBHxA,Active,2.461,,UFBGA100,128 kBytes,32 kBytes,83,32 MHz
STM32L152VB,STM32L152VBTx,NRND,2.461,,LQFP100,128 kBytes,16 kBytes,83,32 MHz
STM32L152VB-A,STM32L152VBTxA,Active,2.461,,LQFP100,128 kBytes,32 kBytes,83,32 MHz
STM32L152VC,STM32L152VCHx,Active,2.827,,UFBGA100,256 kBytes,32 kBytes,83,32 MHz
STM32L152VC,STM32L152VCTx,Active,2.827,,LQFP100,256 kBytes,32 kBytes,83,32 MHz
STM32L152VC-A,STM32L152VCTxA,NRND,2.827,,LQFP100,256 kBytes,32 kBytes,83,32 MHz
STM32L152VD,STM32L152VDTx,Active,3.259,,LQFP100,384 kBytes,48 kBytes,83,32 MHz
STM32L152VD-X,STM32L152VDTxX,Active,3.259,,LQFP100,384 kBytes,80 kBytes,83,32 MHz
STM32L152VE,STM32L152VETx,Active,3.359,,LQFP100,512 kBytes,80 kBytes,83,32 MHz
STM32L152VE,STM32L152VEYx,Active,3.359,,WLCSP104,512 kBytes,80 kBytes,83,32 MHz
STM32L152ZC,STM32L152ZCTx,Active,3.733,,LQFP144,256 kBytes,32 kBytes,115,32 MHz
STM32L152ZD,STM32L152ZDTx,Active,4.165,STM32L152D-EVAL,LQFP144,384 kBytes,48 kBytes,115,32 MHz
STM32L152ZE,STM32L152ZETx,Active,4.51,,LQFP144,512 kBytes,80 kBytes,115,32 MHz
STM32L162QC,STM32L162QCHx,Active,3.561,,LFBGA132,256 kBytes,32 kBytes,108,32 MHz
STM32L162QD,STM32L162QDHx,Active,3.992,,UFBGA132,384 kBytes,48 kBytes,112,32 MHz
STM32L162RC,STM32L162RCTx,Active,2.448,,LQFP64,256 kBytes,32 kBytes,51,32 MHz
STM32L162RC-A,STM32L162RCTxA,NRND,2.448,,LQFP64,256 kBytes,32 kBytes,51,32 MHz
STM32L162RD,STM32L162RDTx,Active,2.69,,LQFP64,384 kBytes,48 kBytes,51,32 MHz
STM32L162RD,STM32L162RDYx,Active,2.69,,WLCSP64,384 kBytes,48 kBytes,51,32 MHz
STM32L162RE,STM32L162RETx,Active,3.224,,LQFP64,512 kBytes,80 kBytes,51,32 MHz
STM32L162VC,STM32L162VCHx,Active,2.892,,UFBGA100,256 kBytes,32 kBytes,83,32 MHz
STM32L162VC,STM32L162VCTx,Active,2.892,,LQFP100,256 kBytes,32 kBytes,83,32 MHz
STM32L162VC-A,STM32L162VCTxA,NRND,2.892,,LQFP100,256 kBytes,32 kBytes,83,32 MHz
STM32L162VD,STM32L162VDTx,Active,3.103,,LQFP100,384 kBytes,48 kBytes,83,32 MHz
STM32L162VE,STM32L162VETx,Active,3.424,,LQFP100,512 kBytes,80 kBytes,83,32 MHz
STM32L162VE,STM32L162VEYx,Active,3.424,,WLCSP104,512 kBytes,80 kBytes,83,32 MHz
STM32L162ZC,STM32L162ZCTx,Active,3.798,,LQFP144,256 kBytes,32 kBytes,114,32 MHz
STM32L162ZD,STM32L162ZDTx,Active,4.23,,LQFP144,384 kBytes,48 kBytes,115,32 MHz
STM32L162ZE,STM32L162ZETx,Active,4.575,,LQFP144,512 kBytes,80 kBytes,115,32 MHz
STM32L412C8,STM32L412C8Tx,Active,1.311,,LQFP48,64 kBytes,40 kBytes,38,80 MHz
STM32L412C8,STM32L412C8Ux,Active,1.311,,UFQFPN48,64 kBytes,40 kBytes,38,80 MHz
STM32L412CB,STM32L412CBTx,Active,1.503,,LQFP48,128 kBytes,40 kBytes,38,80 MHz
STM32L412CB,STM32L412CBTxP,NA,NA,,LQFP48,128 kBytes,40 kBytes,36,80 MHz
STM32L412CB,STM32L412CBUx,Active,1.503,,UFQFPN48,128 kBytes,40 kBytes,38,80 MHz
STM32L412CB,STM32L412CBUxP,NA,NA,,UFQFPN48,128 kBytes,40 kBytes,36,80 MHz
STM32L412K8,STM32L412K8Tx,Active,1.247,,LQFP32,64 kBytes,40 kBytes,26,80 MHz
STM32L412K8,STM32L412K8Ux,Active,1.247,,UFQFPN32,64 kBytes,40 kBytes,26,80 MHz
STM32L412KB,STM32L412KBTx,Active,1.439,,LQFP32,128 kBytes,40 kBytes,26,80 MHz
STM32L412KB,STM32L412KBUx,Active,1.439,NUCLEO-L412KB,UFQFPN32,128 kBytes,40 kBytes,26,80 MHz
STM32L412R8,STM32L412R8Ix,Active,1.545,,UFBGA64,64 kBytes,40 kBytes,52,80 MHz
STM32L412R8,STM32L412R8Tx,Active,1.545,,LQFP64,64 kBytes,40 kBytes,52,80 MHz
STM32L412RB,STM32L412RBIx,Evaluation,1.737,,UFBGA64,128 kBytes,40 kBytes,52,80 MHz
STM32L412RB,STM32L412RBIxP,Evaluation,1.737,,UFBGA64,128 kBytes,40 kBytes,50,80 MHz
STM32L412RB,STM32L412RBTx,Evaluation,1.737,,LQFP64,128 kBytes,40 kBytes,52,80 MHz
STM32L412RB,STM32L412RBTxP,Evaluation,1.737,NUCLEO-L412RB-P,LQFP64,128 kBytes,40 kBytes,50,80 MHz
STM32L412T8,STM32L412T8Yx,Proposal,NA,,WLCSP36,64 kBytes,40 kBytes,29,80 MHz
STM32L412TB,STM32L412TBYx,Active,1.407,,WLCSP36,128 kBytes,40 kBytes,29,80 MHz
STM32L412TB,STM32L412TBYxP,Active,1.407,,WLCSP36,128 kBytes,40 kBytes,28,80 MHz
STM32L422CB,STM32L422CBTx,Active,1.609,,LQFP48,128 kBytes,40 kBytes,38,80 MHz
STM32L422CB,STM32L422CBUx,Active,1.609,,UFQFPN48,128 kBytes,40 kBytes,38,80 MHz
STM32L422KB,STM32L422KBTx,Active,1.545,,LQFP32,128 kBytes,40 kBytes,26,80 MHz
STM32L422KB,STM32L422KBUx,Active,1.545,,UFQFPN32,128 kBytes,40 kBytes,26,80 MHz
STM32L422RB,STM32L422RBIx,Active,1.843,,UFBGA64,128 kBytes,40 kBytes,52,80 MHz
STM32L422RB,STM32L422RBTx,Active,1.843,,LQFP64,128 kBytes,40 kBytes,52,80 MHz
STM32L422TB,STM32L422TBYx,Active,1.513,,WLCSP36,128 kBytes,40 kBytes,29,80 MHz
STM32L431CB,STM32L431CBTx,Active,1.629,,LQFP48,128 kBytes,64 kBytes,38,80 MHz
STM32L431CB,STM32L431CBUx,Active,1.629,,UFQFPN48,128 kBytes,64 kBytes,38,80 MHz
STM32L431CB,STM32L431CBYx,Active,1.629,,WLCSP49,128 kBytes,64 kBytes,39,80 MHz
STM32L431CC,STM32L431CCTx,Active,1.884,,LQFP48,256 kBytes,64 kBytes,38,80 MHz
STM32L431CC,STM32L431CCUx,Active,1.884,,UFQFPN48,256 kBytes,64 kBytes,38,80 MHz
STM32L431CC,STM32L431CCYx,Active,1.884,,WLCSP49,256 kBytes,64 kBytes,39,80 MHz
STM32L431KB,STM32L431KBUx,Active,1.597,,UFQFPN32,128 kBytes,64 kBytes,26,80 MHz
STM32L431KC,STM32L431KCUx,Active,1.852,,UFQFPN32,256 kBytes,64 kBytes,26,80 MHz
STM32L431RB,STM32L431RBIx,Active,1.682,,UFBGA64,128 kBytes,64 kBytes,52,80 MHz
STM32L431RB,STM32L431RBTx,Active,1.682,,LQFP64,128 kBytes,64 kBytes,52,80 MHz
STM32L431RB,STM32L431RBYx,Active,1.682,,WLCSP64,128 kBytes,64 kBytes,52,80 MHz
STM32L431RC,STM32L431RCIx,Active,1.937,,UFBGA64,256 kBytes,64 kBytes,52,80 MHz
STM32L431RC,STM32L431RCTx,Active,1.937,,LQFP64,256 kBytes,64 kBytes,52,80 MHz
STM32L431RC,STM32L431RCYx,Active,1.937,,WLCSP64,256 kBytes,64 kBytes,52,80 MHz
STM32L431VC,STM32L431VCIx,Active,2.406,,UFBGA100,256 kBytes,64 kBytes,83,80 MHz
STM32L431VC,STM32L431VCTx,Active,2.406,,LQFP100,256 kBytes,64 kBytes,83,80 MHz
STM32L432KB,STM32L432KBUx,Active,1.81,,UFQFPN32,128 kBytes,64 kBytes,26,80 MHz
STM32L432KC,STM32L432KCUx,Active,2.065,NUCLEO-L432KC,UFQFPN32,256 kBytes,64 kBytes,26,80 MHz
STM32L433CB,STM32L433CBTx,Active,1.842,,LQFP48,128 kBytes,64 kBytes,38,80 MHz
STM32L433CB,STM32L433CBUx,Active,1.842,,UFQFPN48,128 kBytes,64 kBytes,38,80 MHz
STM32L433CB,STM32L433CBYx,Active,1.842,,WLCSP49,128 kBytes,64 kBytes,39,80 MHz
STM32L433CC,STM32L433CCTx,Active,2.097,,LQFP48,256 kBytes,64 kBytes,38,80 MHz
STM32L433CC,STM32L433CCUx,Active,2.097,,UFQFPN48,256 kBytes,64 kBytes,38,80 MHz
STM32L433CC,STM32L433CCYx,Active,2.097,,WLCSP49,256 kBytes,64 kBytes,39,80 MHz
STM32L433RB,STM32L433RBIx,Active,1.895,,UFBGA64,128 kBytes,64 kBytes,52,80 MHz
STM32L433RB,STM32L433RBTx,Active,1.895,,LQFP64,128 kBytes,64 kBytes,52,80 MHz
STM32L433RB,STM32L433RBYx,Active,1.895,,WLCSP64,128 kBytes,64 kBytes,52,80 MHz
STM32L433RC,STM32L433RCIx,Active,2.15,,UFBGA64,256 kBytes,64 kBytes,52,80 MHz
STM32L433RC,STM32L433RCTx,Active,2.15,,LQFP64,256 kBytes,64 kBytes,52,80 MHz
STM32L433RC,STM32L433RCTxP,Active,2.15,NUCLEO-L433RC-P,LQFP64,256 kBytes,64 kBytes,50,80 MHz
STM32L433RC,STM32L433RCYx,Active,2.15,,WLCSP64,256 kBytes,64 kBytes,52,80 MHz
STM32L433VC,STM32L433VCIx,Active,2.618,,UFBGA100,256 kBytes,64 kBytes,83,80 MHz
STM32L433VC,STM32L433VCTx,Active,2.618,,LQFP100,256 kBytes,64 kBytes,83,80 MHz
STM32L442KC,STM32L442KCUx,Active,2.171,,UFQFPN32,256 kBytes,64 kBytes,26,80 MHz
STM32L443CC,STM32L443CCTx,Active,2.203,,LQFP48,256 kBytes,64 kBytes,38,80 MHz
STM32L443CC,STM32L443CCUx,Active,2.203,,UFQFPN48,256 kBytes,64 kBytes,38,80 MHz
STM32L443CC,STM32L443CCYx,Active,2.203,,WLCSP49,256 kBytes,64 kBytes,39,80 MHz
STM32L443RC,STM32L443RCIx,Active,2.257,,UFBGA64,256 kBytes,64 kBytes,52,80 MHz
STM32L443RC,STM32L443RCTx,Active,2.257,,LQFP64,256 kBytes,64 kBytes,52,80 MHz
STM32L443RC,STM32L443RCYx,Active,2.257,,WLCSP64,256 kBytes,64 kBytes,52,80 MHz
STM32L443VC,STM32L443VCIx,Active,2.725,,UFBGA100,256 kBytes,64 kBytes,83,80 MHz
STM32L443VC,STM32L443VCTx,Active,2.725,,LQFP100,256 kBytes,64 kBytes,83,80 MHz
STM32L451CC,STM32L451CCUx,Active,2.173,,UFQFPN48,256 kBytes,160 kBytes,38,80 MHz
STM32L451CE,STM32L451CEUx,Active,2.684,,UFQFPN48,512 kBytes,160 kBytes,38,80 MHz
STM32L451RC,STM32L451RCIx,Active,2.344,,UFBGA64,256 kBytes,160 kBytes,52,80 MHz
STM32L451RC,STM32L451RCTx,Active,2.344,,LQFP64,256 kBytes,160 kBytes,52,80 MHz
STM32L451RE,STM32L451REIx,Active,2.642,,UFBGA64,512 kBytes,160 kBytes,52,80 MHz
STM32L451RE,STM32L451RETx,Active,2.642,,LQFP64,512 kBytes,160 kBytes,52,80 MHz
STM32L451RE,STM32L451REYx,Active,2.642,,WLCSP64,512 kBytes,160 kBytes,52,80 MHz
STM32L451VC,STM32L451VCIx,Active,2.663,,UFBGA100,256 kBytes,160 kBytes,83,80 MHz
STM32L451VC,STM32L451VCTx,Active,2.663,,LQFP100,256 kBytes,160 kBytes,83,80 MHz
STM32L451VE,STM32L451VEIx,Active,3.174,,UFBGA100,512 kBytes,160 kBytes,83,80 MHz
STM32L451VE,STM32L451VETx,Active,3.174,,LQFP100,512 kBytes,160 kBytes,83,80 MHz
STM32L452CC,STM32L452CCUx,Active,2.28,,UFQFPN48,256 kBytes,160 kBytes,38,80 MHz
STM32L452CE,STM32L452CEUx,Active,2.791,,UFQFPN48,512 kBytes,160 kBytes,38,80 MHz
STM32L452RC,STM32L452RCIx,Active,2.45,,UFBGA64,256 kBytes,160 kBytes,52,80 MHz
STM32L452RC,STM32L452RCTx,Active,2.45,,LQFP64,256 kBytes,160 kBytes,52,80 MHz
STM32L452RE,STM32L452REIx,Proposal,2.748,,UFBGA64,512 kBytes,160 kBytes,52,80 MHz
STM32L452RE,STM32L452RETx,Proposal,2.748,NUCLEO-L452RE,LQFP64,512 kBytes,160 kBytes,52,80 MHz
STM32L452RE,STM32L452RETxP,Proposal,2.748,NUCLEO-L452RE-P,LQFP64,512 kBytes,160 kBytes,50,80 MHz
STM32L452RE,STM32L452REYx,Proposal,2.748,,WLCSP64,512 kBytes,160 kBytes,52,80 MHz
STM32L452VC,STM32L452VCIx,Active,2.769,,UFBGA100,256 kBytes,160 kBytes,83,80 MHz
STM32L452VC,STM32L452VCTx,Active,2.769,,LQFP100,256 kBytes,160 kBytes,83,80 MHz
STM32L452VE,STM32L452VEIx,Active,3.28,,UFBGA100,512 kBytes,160 kBytes,83,80 MHz
STM32L452VE,STM32L452VETx,Active,3.28,,LQFP100,512 kBytes,160 kBytes,83,80 MHz
STM32L462CE,STM32L462CEUx,Proposal,2.897,,UFQFPN48,512 kBytes,160 kBytes,38,80 MHz
STM32L462RE,STM32L462REIx,Active,2.855,,UFBGA64,512 kBytes,160 kBytes,52,80 MHz
STM32L462RE,STM32L462RETx,Active,2.855,,LQFP64,512 kBytes,160 kBytes,52,80 MHz
STM32L462RE,STM32L462REYx,Active,2.855,,WLCSP64,512 kBytes,160 kBytes,52,80 MHz
STM32L462VE,STM32L462VEIx,Active,3.387,,UFBGA100,512 kBytes,160 kBytes,83,80 MHz
STM32L462VE,STM32L462VETx,Active,3.387,,LQFP100,512 kBytes,160 kBytes,83,80 MHz
STM32L471QE,STM32L471QEIx,Active,3.678,,UFBGA132,512 kBytes,128 kBytes,109,80 MHz
STM32L471QG,STM32L471QGIx,Active,4.529,,UFBGA132,1024 kBytes,128 kBytes,109,80 MHz
STM32L471RE,STM32L471RETx,Active,3.146,,LQFP64,512 kBytes,128 kBytes,51,80 MHz
STM32L471RG,STM32L471RGTx,Active,3.997,,LQFP64,1024 kBytes,128 kBytes,51,80 MHz
STM32L471VE,STM32L471VETx,Active,3.465,,LQFP100,512 kBytes,128 kBytes,82,80 MHz
STM32L471VG,STM32L471VGTx,Active,4.316,,LQFP100,1024 kBytes,128 kBytes,82,80 MHz
STM32L471ZE,STM32L471ZEJx,Active,3.997,,UFBGA144,512 kBytes,128 kBytes,114,80 MHz
STM32L471ZE,STM32L471ZETx,Active,3.997,,LQFP144,512 kBytes,128 kBytes,114,80 MHz
STM32L471ZG,STM32L471ZGJx,Active,4.848,,UFBGA144,1024 kBytes,128 kBytes,114,80 MHz
STM32L471ZG,STM32L471ZGTx,Active,4.848,,LQFP144,1024 kBytes,128 kBytes,114,80 MHz
STM32L475RC,STM32L475RCTx,Active,2.848,,LQFP64,256 kBytes,128 kBytes,51,80 MHz
STM32L475RE,STM32L475RETx,Active,3.358,,LQFP64,512 kBytes,128 kBytes,51,80 MHz
STM32L475RG,STM32L475RGTx,Active,4.21,,LQFP64,1024 kBytes,128 kBytes,51,80 MHz
STM32L475VC,STM32L475VCTx,Active,3.167,,LQFP100,256 kBytes,128 kBytes,82,80 MHz
STM32L475VE,STM32L475VETx,Active,3.678,,LQFP100,512 kBytes,128 kBytes,82,80 MHz
STM32L475VG,STM32L475VGTx,Active,4.529,B-L475E-IOT01A,LQFP100,1024 kBytes,128 kBytes,82,80 MHz
STM32L476JE,STM32L476JEYx,Active,3.252,,WLCSP72,512 kBytes,128 kBytes,57,80 MHz
STM32L476JG,STM32L476JGYx,Preview,4.103,,WLCSP72,1024 kBytes,128 kBytes,57,80 MHz
STM32L476JG,STM32L476JGYxP,Preview,4.103,,WLCSP72,1024 kBytes,128 kBytes,55,80 MHz
STM32L476ME,STM32L476MEYx,Active,3.358,,WLCSP81,512 kBytes,128 kBytes,65,80 MHz
STM32L476MG,STM32L476MGYx,Active,4.21,,WLCSP81,1024 kBytes,128 kBytes,65,80 MHz
STM32L476QE,STM32L476QEIx,Active,3.997,,UFBGA132,512 kBytes,128 kBytes,109,80 MHz
STM32L476QG,STM32L476QGIx,Active,4.848,,UFBGA132,1024 kBytes,128 kBytes,109,80 MHz
STM32L476RC,STM32L476RCTx,Active,2.954,,LQFP64,256 kBytes,128 kBytes,51,80 MHz
STM32L476RE,STM32L476RETx,Active,3.465,,LQFP64,512 kBytes,128 kBytes,51,80 MHz
STM32L476RG,STM32L476RGTx,Active,4.316,NUCLEO-L476RG,LQFP64,1024 kBytes,128 kBytes,51,80 MHz
STM32L476VC,STM32L476VCTx,Active,3.273,,LQFP100,256 kBytes,128 kBytes,82,80 MHz
STM32L476VE,STM32L476VETx,Active,3.784,,LQFP100,512 kBytes,128 kBytes,82,80 MHz
STM32L476VG,STM32L476VGTx,Active,4.636,32L476GDISCOVERY,LQFP100,1024 kBytes,128 kBytes,82,80 MHz
STM32L476ZE,STM32L476ZETx,Active,4.316,,LQFP144,512 kBytes,128 kBytes,114,80 MHz
STM32L476ZG,STM32L476ZGJx,Active,5.168,,UFBGA144,1024 kBytes,128 kBytes,114,80 MHz
STM32L476ZG,STM32L476ZGTx,Active,5.168,STM32L476G-EVAL,LQFP144,1024 kBytes,128 kBytes,114,80 MHz
STM32L476ZG,STM32L476ZGTxP,NA,NA,,LQFP144,1024 kBytes,128 kBytes,112,80 MHz
STM32L486JG,STM32L486JGYx,Active,4.21,,WLCSP72,1024 kBytes,128 kBytes,57,80 MHz
STM32L486QG,STM32L486QGIx,Active,4.955,,UFBGA132,1024 kBytes,128 kBytes,109,80 MHz
STM32L486RG,STM32L486RGTx,Active,4.423,,LQFP64,1024 kBytes,128 kBytes,51,80 MHz
STM32L486VG,STM32L486VGTx,Active,4.742,,LQFP100,1024 kBytes,128 kBytes,82,80 MHz
STM32L486ZG,STM32L486ZGTx,Active,5.274,,LQFP144,1024 kBytes,128 kBytes,114,80 MHz
STM32L496AE,STM32L496AEIx,Active,4.641,,UFBGA169,512 kBytes,320 kBytes,136,80 MHz
STM32L496AG,STM32L496AGIx,Active,5.493,32L496GDISCOVERY,UFBGA169,1024 kBytes,320 kBytes,136,80 MHz
STM32L496AG,STM32L496AGIxP,Active,5.493,,UFBGA169,1024 kBytes,320 kBytes,134,80 MHz
STM32L496QE,STM32L496QEIx,Active,4.429,,UFBGA132,512 kBytes,320 kBytes,110,80 MHz
STM32L496QG,STM32L496QGIx,Active,5.28,,UFBGA132,1024 kBytes,320 kBytes,110,80 MHz
STM32L496QG,STM32L496QGIxP,Active,5.28,,UFBGA132,1024 kBytes,320 kBytes,108,80 MHz
STM32L496RE,STM32L496RETx,Active,3.896,,LQFP64,512 kBytes,320 kBytes,52,80 MHz
STM32L496RG,STM32L496RGTx,Active,4.748,,LQFP64,1024 kBytes,320 kBytes,52,80 MHz
STM32L496RG,STM32L496RGTxP,Active,4.748,,LQFP64,1024 kBytes,320 kBytes,50,80 MHz
STM32L496VE,STM32L496VETx,Active,4.216,,LQFP100,512 kBytes,320 kBytes,83,80 MHz
STM32L496VG,STM32L496VGTx,Active,4.535,,LQFP100,1024 kBytes,320 kBytes,83,80 MHz
STM32L496VG,STM32L496VGYx,Active,4.535,,WLCSP100,1024 kBytes,320 kBytes,81,80 MHz
STM32L496VG,STM32L496VGYxP,Active,4.535,,WLCSP100,1024 kBytes,320 kBytes,80,80 MHz
STM32L496ZE,STM32L496ZETx,Active,4.748,,LQFP144,512 kBytes,320 kBytes,115,80 MHz
STM32L496ZG,STM32L496ZGTx,Active,5.599,NUCLEO-L496ZG,LQFP144,1024 kBytes,320 kBytes,115,80 MHz
STM32L496ZG,STM32L496ZGTxP,Active,5.599,NUCLEO-L496ZG-P,LQFP144,1024 kBytes,320 kBytes,113,80 MHz
STM32L4A6AG,STM32L4A6AGIx,Active,5.599,,UFBGA169,1024 kBytes,320 kBytes,136,80 MHz
STM32L4A6AG,STM32L4A6AGIxP,Active,5.599,,UFBGA169,1024 kBytes,320 kBytes,134,80 MHz
STM32L4A6QG,STM32L4A6QGIx,Active,5.386,,UFBGA132,1024 kBytes,320 kBytes,110,80 MHz
STM32L4A6QG,STM32L4A6QGIxP,Active,5.386,,UFBGA132,1024 kBytes,320 kBytes,108,80 MHz
STM32L4A6RG,STM32L4A6RGTx,Active,4.854,,LQFP64,1024 kBytes,320 kBytes,52,80 MHz
STM32L4A6RG,STM32L4A6RGTxP,Active,4.854,,LQFP64,1024 kBytes,320 kBytes,50,80 MHz
STM32L4A6VG,STM32L4A6VGTx,Active,4.641,,LQFP100,1024 kBytes,320 kBytes,83,80 MHz
