List of MCUs selection: 1617 items. Database version: Wed Jan 22 05:50:05 PST 2020,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Part No,Reference,Marketing Status,Unit Price for 10kU (US$),Board,Package,Flash,RAM,IO,Freq.
STM32F429IE,STM32F429IETx,Active,5.933,,LQFP176,512 kBytes,256 kBytes,140,180 MHz
STM32F429IG,STM32F429IGHx,Active,6.785,,UFBGA176,1024 kBytes,256 kBytes,140,180 MHz
STM32F429IG,STM32F429IGTx,Active,6.785,,LQFP176,1024 kBytes,256 kBytes,140,180 MHz
STM32F429II,STM32F429IIHx,Active,7.636,,UFBGA176,2048 kBytes,256 kBytes,140,180 MHz
STM32F429II,STM32F429IITx,Active,7.636,,LQFP176,2048 kBytes,256 kBytes,140,180 MHz
STM32F429NE,STM32F429NEHx,Active,6.359,,TFBGA216,512 kBytes,256 kBytes,168,180 MHz
STM32F429NG,STM32F429NGHx,Active,7.04,,TFBGA216,1024 kBytes,256 kBytes,168,180 MHz
STM32F429NI,STM32F429NIHx,Active,7.892,STM32429I-EVAL,TFBGA216,2048 kBytes,256 kBytes,168,180 MHz
STM32F429VE,STM32F429VETx,Active,5.295,,LQFP100,512 kBytes,256 kBytes,82,180 MHz
STM32F429VG,STM32F429VGTx,Active,6.146,,LQFP100,1024 kBytes,256 kBytes,82,180 MHz
STM32F429VI,STM32F429VITx,Active,6.998,,LQFP100,2048 kBytes,256 kBytes,82,180 MHz
STM32F429ZE,STM32F429ZETx,Active,5.721,,LQFP144,512 kBytes,256 kBytes,114,180 MHz
STM32F429ZG,STM32F429ZGTx,Active,5.039,,LQFP144,1024 kBytes,256 kBytes,114,180 MHz
STM32F429ZG,STM32F429ZGYx,Active,5.039,,WLCSP143,1024 kBytes,256 kBytes,114,180 MHz
STM32F429ZI,STM32F429ZITx,Active,5.891,"32F429IDISCOVERY, NUCLEO-F429ZI",LQFP144,2048 kBytes,256 kBytes,114,180 MHz
STM32F429ZI,STM32F429ZIYx,Active,5.891,,WLCSP143,2048 kBytes,256 kBytes,114,180 MHz
STM32F437AI,STM32F437AIHx,Active,7.338,,UFBGA169,2048 kBytes,256 kBytes,130,180 MHz
STM32F437IG,STM32F437IGHx,Active,6.806,,UFBGA176,1024 kBytes,256 kBytes,140,180 MHz
STM32F437IG,STM32F437IGTx,Active,6.806,,LQFP176,1024 kBytes,256 kBytes,140,180 MHz
STM32F437II,STM32F437IIHx,Active,7.658,,UFBGA176,2048 kBytes,256 kBytes,140,180 MHz
STM32F437II,STM32F437IITx,Active,7.658,,LQFP176,2048 kBytes,256 kBytes,140,180 MHz
STM32F437VG,STM32F437VGTx,Active,6.168,,LQFP100,1024 kBytes,256 kBytes,82,180 MHz
STM32F437VI,STM32F437VITx,Active,7.019,,LQFP100,2048 kBytes,256 kBytes,82,180 MHz
STM32F437ZG,STM32F437ZGTx,Active,6.593,,LQFP144,1024 kBytes,256 kBytes,114,180 MHz
STM32F437ZI,STM32F437ZITx,Active,7.445,,LQFP144,2048 kBytes,256 kBytes,114,180 MHz
STM32F439AI,STM32F439AIHx,Active,7.636,,UFBGA169,2048 kBytes,256 kBytes,130,180 MHz
STM32F439BG,STM32F439BGTx,Active,7.53,,LQFP208,1024 kBytes,256 kBytes,168,180 MHz
STM32F439BI,STM32F439BITx,Active,8.381,,LQFP208,2048 kBytes,256 kBytes,168,180 MHz
STM32F439IG,STM32F439IGHx,Active,7.104,,UFBGA176,1024 kBytes,256 kBytes,140,180 MHz
STM32F439IG,STM32F439IGTx,Active,7.104,,LQFP176,1024 kBytes,256 kBytes,140,180 MHz
STM32F439II,STM32F439IIHx,Active,7.956,,UFBGA176,2048 kBytes,256 kBytes,140,180 MHz
STM32F439II,STM32F439IITx,Active,7.956,,LQFP176,2048 kBytes,256 kBytes,140,180 MHz
STM32F439NG,STM32F439NGHx,Active,7.36,,TFBGA216,1024 kBytes,256 kBytes,168,180 MHz
STM32F439NI,STM32F439NIHx,Active,8.211,STM32439I-EVAL,TFBGA216,2048 kBytes,256 kBytes,168,180 MHz
STM32F439VG,STM32F439VGTx,Active,6.466,,LQFP100,1024 kBytes,256 kBytes,82,180 MHz
STM32F439VI,STM32F439VITx,Active,7.317,,LQFP100,2048 kBytes,256 kBytes,82,180 MHz
STM32F439ZG,STM32F439ZGTx,Active,6.891,,LQFP144,1024 kBytes,256 kBytes,114,180 MHz
STM32F439ZG,STM32F439ZGYx,Active,6.891,,WLCSP143,1024 kBytes,256 kBytes,114,180 MHz
STM32F439ZI,STM32F439ZITx,Active,6.21,NUCLEO-F439ZI,LQFP144,2048 kBytes,256 kBytes,114,180 MHz
STM32F439ZI,STM32F439ZIYx,Active,6.21,NUCLEO-F439ZI,WLCSP143,2048 kBytes,256 kBytes,114,180 MHz
STM32F446MC,STM32F446MCYx,Active,2.62,,WLCSP81,256 kBytes,128 kBytes,63,180 MHz
STM32F446ME,STM32F446MEYx,Active,3.131,,WLCSP81,512 kBytes,128 kBytes,63,180 MHz
STM32F446RC,STM32F446RCTx,Active,3.131,,LQFP64,256 kBytes,128 kBytes,50,180 MHz
STM32F446RE,STM32F446RETx,Active,3.641,NUCLEO-F446RE,LQFP64,512 kBytes,128 kBytes,50,180 MHz
STM32F446VC,STM32F446VCTx,Active,3.471,,LQFP100,256 kBytes,128 kBytes,81,180 MHz
STM32F446VE,STM32F446VETx,Active,3.982,,LQFP100,512 kBytes,128 kBytes,81,180 MHz
STM32F446ZC,STM32F446ZCHx,Active,3.365,,UFBGA144,256 kBytes,128 kBytes,114,180 MHz
STM32F446ZC,STM32F446ZCJx,Active,3.365,,UFBGA144,256 kBytes,128 kBytes,114,180 MHz
STM32F446ZC,STM32F446ZCTx,Active,3.365,,LQFP144,256 kBytes,128 kBytes,114,180 MHz
STM32F446ZE,STM32F446ZEHx,Active,3.876,,UFBGA144,512 kBytes,128 kBytes,114,180 MHz
STM32F446ZE,STM32F446ZEJx,Active,3.876,,UFBGA144,512 kBytes,128 kBytes,114,180 MHz
STM32F446ZE,STM32F446ZETx,Active,3.876,"STM32446E-EVAL, NUCLEO-F446ZE",LQFP144,512 kBytes,128 kBytes,114,180 MHz
STM32F469AE,STM32F469AEHx,Active,5.847,,UFBGA169,512 kBytes,384 kBytes,128,180 MHz
STM32F469AG,STM32F469AGHx,Active,5.634,,UFBGA169,1024 kBytes,384 kBytes,128,180 MHz
STM32F469AG,STM32F469AGYx,Active,5.634,,WLCSP168,1024 kBytes,384 kBytes,128,180 MHz
STM32F469AI,STM32F469AIHx,Active,6.486,,UFBGA169,2048 kBytes,384 kBytes,128,180 MHz
STM32F469AI,STM32F469AIYx,Active,6.486,"STEVAL-IDP005V1, STEVAL-IDP005V2",WLCSP168,2048 kBytes,384 kBytes,128,180 MHz
STM32F469BE,STM32F469BETx,Active,6.592,,LQFP208,512 kBytes,384 kBytes,159,180 MHz
STM32F469BG,STM32F469BGTx,Active,7.444,,LQFP208,1024 kBytes,384 kBytes,159,180 MHz
STM32F469BI,STM32F469BITx,Active,8.295,,LQFP208,2048 kBytes,384 kBytes,159,180 MHz
STM32F469IE,STM32F469IEHx,Active,6.23,,UFBGA176,512 kBytes,384 kBytes,131,180 MHz
STM32F469IG,STM32F469IGHx,Active,7.018,,UFBGA176,1024 kBytes,384 kBytes,131,180 MHz
STM32F469IG,STM32F469IGTx,Active,7.018,,LQFP176,1024 kBytes,384 kBytes,131,180 MHz
STM32F469II,STM32F469IIHx,Active,7.869,,UFBGA176,2048 kBytes,384 kBytes,131,180 MHz
STM32F469II,STM32F469IITx,Active,7.869,,LQFP176,2048 kBytes,384 kBytes,131,180 MHz
STM32F469NE,STM32F469NEHx,Active,6.592,,TFBGA216,512 kBytes,384 kBytes,159,180 MHz
STM32F469NG,STM32F469NGHx,Active,7.444,,TFBGA216,1024 kBytes,384 kBytes,159,180 MHz
STM32F469NI,STM32F469NIHx,Active,8.295,"32F469IDISCOVERY, STM32469I-EVAL",TFBGA216,2048 kBytes,384 kBytes,159,180 MHz
STM32F469VE,STM32F469VETx,Active,5.528,,LQFP100,512 kBytes,384 kBytes,71,180 MHz
STM32F469VG,STM32F469VGTx,Active,6.379,,LQFP100,1024 kBytes,384 kBytes,71,180 MHz
STM32F469VI,STM32F469VITx,Active,7.231,,LQFP100,2048 kBytes,384 kBytes,71,180 MHz
STM32F469ZE,STM32F469ZETx,Active,5.954,,LQFP144,512 kBytes,384 kBytes,106,180 MHz
STM32F469ZG,STM32F469ZGTx,Active,6.805,,LQFP144,1024 kBytes,384 kBytes,106,180 MHz
STM32F469ZI,STM32F469ZITx,Active,7.656,,LQFP144,2048 kBytes,384 kBytes,106,180 MHz
STM32F479AG,STM32F479AGHx,Active,7.018,,UFBGA169,1024 kBytes,384 kBytes,128,180 MHz
STM32F479AI,STM32F479AIHx,Active,6.805,,UFBGA169,2048 kBytes,384 kBytes,128,180 MHz
STM32F479AI,STM32F479AIYx,Active,6.805,,WLCSP168,2048 kBytes,384 kBytes,128,180 MHz
STM32F479BG,STM32F479BGTx,Active,7.763,,LQFP208,1024 kBytes,384 kBytes,159,180 MHz
STM32F479BI,STM32F479BITx,Active,8.614,,LQFP208,2048 kBytes,384 kBytes,159,180 MHz
STM32F479IG,STM32F479IGHx,Active,7.401,,UFBGA176,1024 kBytes,384 kBytes,131,180 MHz
STM32F479II,STM32F479IITx,Active,8.189,,LQFP176,2048 kBytes,384 kBytes,131,180 MHz
STM32F479NG,STM32F479NGHx,Active,7.763,,TFBGA216,1024 kBytes,384 kBytes,159,180 MHz
STM32F479NI,STM32F479NIHx,Active,8.614,STM32479I-EVAL,TFBGA216,2048 kBytes,384 kBytes,159,180 MHz
STM32F479VG,STM32F479VGTx,Active,6.699,,LQFP100,1024 kBytes,384 kBytes,71,180 MHz
STM32F479VI,STM32F479VITx,Active,7.55,,LQFP100,2048 kBytes,384 kBytes,71,180 MHz
STM32F479ZG,STM32F479ZGTx,Active,7.124,,LQFP144,1024 kBytes,384 kBytes,106,180 MHz
STM32F479ZI,STM32F479ZITx,Active,7.976,,LQFP144,2048 kBytes,384 kBytes,106,180 MHz
STM32F722IC,STM32F722ICKx,Active,4.748,,UFBGA176,256 kBytes,256 kBytes,140,216 MHz
STM32F722IC,STM32F722ICTx,Active,4.748,,LQFP176,256 kBytes,256 kBytes,140,216 MHz
STM32F722IE,STM32F722IEKx,Active,5.259,,UFBGA176,512 kBytes,256 kBytes,140,216 MHz
STM32F722IE,STM32F722IETx,Active,5.259,,LQFP176,512 kBytes,256 kBytes,140,216 MHz
STM32F722RC,STM32F722RCTx,Active,3.663,,LQFP64,256 kBytes,256 kBytes,50,216 MHz
STM32F722RE,STM32F722RETx,Active,4.174,,LQFP64,512 kBytes,256 kBytes,50,216 MHz
STM32F722VC,STM32F722VCTx,Active,4.003,,LQFP100,256 kBytes,256 kBytes,82,216 MHz
STM32F722VE,STM32F722VETx,Active,4.685,,LQFP100,512 kBytes,256 kBytes,82,216 MHz
STM32F722ZC,STM32F722ZCTx,Active,4.536,,LQFP144,256 kBytes,256 kBytes,114,216 MHz
STM32F722ZE,STM32F722ZETx,Active,5.046,NUCLEO-F722ZE,LQFP144,512 kBytes,256 kBytes,114,216 MHz
STM32F723IC,STM32F723ICKx,Active,5.174,,UFBGA176,256 kBytes,256 kBytes,138,216 MHz
STM32F723IC,STM32F723ICTx,Active,5.174,,LQFP176,256 kBytes,256 kBytes,138,216 MHz
STM32F723IE,STM32F723IEKx,Active,5.685,32F723EDISCOVERY,UFBGA176,512 kBytes,256 kBytes,138,216 MHz
STM32F723IE,STM32F723IETx,Active,5.685,,LQFP176,512 kBytes,256 kBytes,138,216 MHz
STM32F723VE,STM32F723VEYx,Active,4.685,,WLCSP100,512 kBytes,256 kBytes,79,216 MHz
STM32F723ZC,STM32F723ZCIx,Active,4.961,,UFBGA144,256 kBytes,256 kBytes,112,216 MHz
STM32F723ZC,STM32F723ZCTx,Active,4.961,,LQFP144,256 kBytes,256 kBytes,112,216 MHz
STM32F723ZE,STM32F723ZEIx,Active,5.472,,UFBGA144,512 kBytes,256 kBytes,112,216 MHz
STM32F723ZE,STM32F723ZETx,Active,5.472,,LQFP144,512 kBytes,256 kBytes,112,216 MHz
STM32F730I8,STM32F730I8Kx,Active,3.425,STM32F7308-DK,UFBGA176,64 kBytes,256 kBytes,138,216 MHz
STM32F730R8,STM32F730R8Tx,Active,2.058,,LQFP64,64 kBytes,256 kBytes,50,216 MHz
STM32F730V8,STM32F730V8Tx,Active,2.372,,LQFP100,64 kBytes,256 kBytes,82,216 MHz
STM32F730Z8,STM32F730Z8Tx,Active,2.938,,LQFP144,64 kBytes,256 kBytes,112,216 MHz
STM32F732IE,STM32F732IEKx,Active,5.366,,UFBGA176,512 kBytes,256 kBytes,140,216 MHz
STM32F732IE,STM32F732IETx,Active,5.366,,LQFP176,512 kBytes,256 kBytes,140,216 MHz
STM32F732RE,STM32F732RETx,Active,4.28,,LQFP64,512 kBytes,256 kBytes,50,216 MHz
STM32F732VE,STM32F732VETx,Active,4.791,,LQFP100,512 kBytes,256 kBytes,82,216 MHz
STM32F732ZE,STM32F732ZETx,Active,5.153,,LQFP144,512 kBytes,256 kBytes,114,216 MHz
STM32F733IE,STM32F733IEKx,Active,5.791,,UFBGA176,512 kBytes,256 kBytes,138,216 MHz
STM32F733IE,STM32F733IETx,Active,5.791,,LQFP176,512 kBytes,256 kBytes,138,216 MHz
STM32F733VE,STM32F733VEYx,Active,5.11,,WLCSP100,512 kBytes,256 kBytes,79,216 MHz
STM32F733ZE,STM32F733ZEIx,Active,5.579,,UFBGA144,512 kBytes,256 kBytes,112,216 MHz
STM32F733ZE,STM32F733ZETx,Active,5.579,,LQFP144,512 kBytes,256 kBytes,112,216 MHz
STM32F745IE,STM32F745IEKx,Active,5.859,,UFBGA176,512 kBytes,320 kBytes,140,216 MHz
STM32F745IE,STM32F745IETx,Active,5.859,,LQFP176,512 kBytes,320 kBytes,140,216 MHz
STM32F745IG,STM32F745IGKx,Active,6.71,,UFBGA176,1024 kBytes,320 kBytes,140,216 MHz
STM32F745IG,STM32F745IGTx,Active,6.71,,LQFP176,1024 kBytes,320 kBytes,140,216 MHz
STM32F745VE,STM32F745VEHx,Active,5.114,,TFBGA100,512 kBytes,320 kBytes,82,216 MHz
STM32F745VE,STM32F745VETx,Active,5.114,,LQFP100,512 kBytes,320 kBytes,82,216 MHz
STM32F745VG,STM32F745VGHx,Active,5.965,,TFBGA100,1024 kBytes,320 kBytes,82,216 MHz
STM32F745VG,STM32F745VGTx,Active,5.965,,LQFP100,1024 kBytes,320 kBytes,82,216 MHz
STM32F745ZE,STM32F745ZETx,Active,5.646,,LQFP144,512 kBytes,320 kBytes,114,216 MHz
STM32F745ZG,STM32F745ZGTx,Active,6.497,,LQFP144,1024 kBytes,320 kBytes,114,216 MHz
STM32F746BE,STM32F746BETx,Active,6.583,,LQFP208,512 kBytes,320 kBytes,168,216 MHz
STM32F746BG,STM32F746BGTx,Active,7.434,,LQFP208,1024 kBytes,320 kBytes,168,216 MHz
STM32F746IE,STM32F746IEKx,Active,6.157,,UFBGA176,512 kBytes,320 kBytes,140,216 MHz
STM32F746IE,STM32F746IETx,Active,6.157,,LQFP176,512 kBytes,320 kBytes,140,216 MHz
STM32F746IG,STM32F746IGKx,Active,7.008,,UFBGA176,1024 kBytes,320 kBytes,140,216 MHz
STM32F746IG,STM32F746IGTx,Active,7.008,,LQFP176,1024 kBytes,320 kBytes,140,216 MHz
STM32F746NE,STM32F746NEHx,Active,6.583,,TFBGA216,512 kBytes,320 kBytes,168,216 MHz
STM32F746NG,STM32F746NGHx,Active,7.434,"32F746GDISCOVERY, STM32746G-EVAL",TFBGA216,1024 kBytes,320 kBytes,168,216 MHz
STM32F746VE,STM32F746VEHx,Active,5.412,,TFBGA100,512 kBytes,320 kBytes,82,216 MHz
STM32F746VE,STM32F746VETx,Active,5.412,,LQFP100,512 kBytes,320 kBytes,82,216 MHz
STM32F746VG,STM32F746VGHx,Active,6.263,,TFBGA100,1024 kBytes,320 kBytes,82,216 MHz
STM32F746VG,STM32F746VGTx,Active,6.263,,LQFP100,1024 kBytes,320 kBytes,82,216 MHz
STM32F746ZE,STM32F746ZETx,Active,4.667,,LQFP144,512 kBytes,320 kBytes,114,216 MHz
STM32F746ZE,STM32F746ZEYx,Active,4.667,,WLCSP143,512 kBytes,320 kBytes,114,216 MHz
STM32F746ZG,STM32F746ZGTx,Active,5.518,NUCLEO-F746ZG,LQFP144,1024 kBytes,320 kBytes,114,216 MHz
STM32F746ZG,STM32F746ZGYx,Active,5.518,,WLCSP143,1024 kBytes,320 kBytes,114,216 MHz
STM32F750N8,STM32F750N8Hx,Active,4.478,STM32F7508-DK,TFBGA216,64 kBytes,320 kBytes,168,216 MHz
STM32F750V8,STM32F750V8Tx,Active,3.001,,LQFP100,64 kBytes,320 kBytes,82,216 MHz
STM32F750Z8,STM32F750Z8Tx,Active,3.63,,LQFP144,64 kBytes,320 kBytes,114,216 MHz
STM32F756BG,STM32F756BGTx,Active,7.753,,LQFP208,1024 kBytes,320 kBytes,168,216 MHz
STM32F756IG,STM32F756IGKx,Active,7.328,,UFBGA176,1024 kBytes,320 kBytes,140,216 MHz
STM32F756IG,STM32F756IGTx,Active,7.328,,LQFP176,1024 kBytes,320 kBytes,140,216 MHz
STM32F756NG,STM32F756NGHx,Active,7.753,STM32756G-EVAL,TFBGA216,1024 kBytes,320 kBytes,168,216 MHz
STM32F756VG,STM32F756VGHx,Active,6.583,,TFBGA100,1024 kBytes,320 kBytes,82,216 MHz
STM32F756VG,STM32F756VGTx,Active,6.583,,LQFP100,1024 kBytes,320 kBytes,82,216 MHz
STM32F756ZG,STM32F756ZGTx,Active,5.838,,LQFP144,1024 kBytes,320 kBytes,114,216 MHz
STM32F756ZG,STM32F756ZGYx,Active,5.838,,WLCSP143,1024 kBytes,320 kBytes,114,216 MHz
STM32F765BG,STM32F765BGTx,Active,7.517,,LQFP208,1024 kBytes,512 kBytes,168,216 MHz
STM32F765BI,STM32F765BITx,Active,8.368,,LQFP208,2048 kBytes,512 kBytes,168,216 MHz
STM32F765IG,STM32F765IGKx,Active,7.091,,UFBGA176,1024 kBytes,512 kBytes,140,216 MHz
STM32F765IG,STM32F765IGTx,Active,7.091,,LQFP176,1024 kBytes,512 kBytes,140,216 MHz
STM32F765II,STM32F765IIKx,Active,7.943,,UFBGA176,2048 kBytes,512 kBytes,140,216 MHz
STM32F765II,STM32F765IITx,Active,7.943,,LQFP176,2048 kBytes,512 kBytes,140,216 MHz
STM32F765NG,STM32F765NGHx,Active,7.73,,TFBGA216,1024 kBytes,512 kBytes,168,216 MHz
STM32F765NI,STM32F765NIHx,Active,8.581,,TFBGA216,2048 kBytes,512 kBytes,168,216 MHz
STM32F765VG,STM32F765VGHx,Active,6.346,,TFBGA100,1024 kBytes,512 kBytes,82,216 MHz
STM32F765VG,STM32F765VGTx,Active,6.346,,LQFP100,1024 kBytes,512 kBytes,82,216 MHz
STM32F765VI,STM32F765VIHx,Active,7.198,,TFBGA100,2048 kBytes,512 kBytes,82,216 MHz
STM32F765VI,STM32F765VITx,Active,7.198,,LQFP100,2048 kBytes,512 kBytes,82,216 MHz
STM32F765ZG,STM32F765ZGTx,Active,6.878,,LQFP144,1024 kBytes,512 kBytes,114,216 MHz
STM32F765ZI,STM32F765ZITx,Active,7.73,,LQFP144,2048 kBytes,512 kBytes,114,216 MHz
STM32F767BG,STM32F767BGTx,Active,7.747,,LQFP208,1024 kBytes,512 kBytes,168,216 MHz
STM32F767BI,STM32F767BITx,Active,8.599,,LQFP208,2048 kBytes,512 kBytes,168,216 MHz
STM32F767IG,STM32F767IGKx,Active,7.322,,UFBGA176,1024 kBytes,512 kBytes,140,216 MHz
STM32F767IG,STM32F767IGTx,Active,7.322,,LQFP176,1024 kBytes,512 kBytes,140,216 MHz
STM32F767II,STM32F767IIKx,Active,8.173,,UFBGA176,2048 kBytes,512 kBytes,140,216 MHz
STM32F767II,STM32F767IITx,Active,8.173,,LQFP176,2048 kBytes,512 kBytes,140,216 MHz
STM32F767NG,STM32F767NGHx,Active,7.96,,TFBGA216,1024 kBytes,512 kBytes,168,216 MHz
STM32F767NI,STM32F767NIHx,Active,8.812,,TFBGA216,2048 kBytes,512 kBytes,168,216 MHz
STM32F767VG,STM32F767VGHx,Active,6.577,,TFBGA100,1024 kBytes,512 kBytes,82,216 MHz
STM32F767VG,STM32F767VGTx,Active,6.577,,LQFP100,1024 kBytes,512 kBytes,82,216 MHz
STM32F767VI,STM32F767VIHx,Active,7.428,,TFBGA100,2048 kBytes,512 kBytes,82,216 MHz
STM32F767VI,STM32F767VITx,Active,7.428,,LQFP100,2048 kBytes,512 kBytes,82,216 MHz
STM32F767ZG,STM32F767ZGTx,Active,7.109,,LQFP144,1024 kBytes,512 kBytes,114,216 MHz
STM32F767ZI,STM32F767ZITx,Active,7.96,NUCLEO-F767ZI,LQFP144,2048 kBytes,512 kBytes,114,216 MHz
STM32F769AI,STM32F769AIYx,Active,7.024,,WLCSP180,2048 kBytes,512 kBytes,128,216 MHz
STM32F769BG,STM32F769BGTx,Active,7.875,,LQFP208,1024 kBytes,512 kBytes,159,216 MHz
STM32F769BI,STM32F769BITx,Active,8.726,,LQFP208,2048 kBytes,512 kBytes,159,216 MHz
STM32F769IG,STM32F769IGTx,Active,7.449,,LQFP176,1024 kBytes,512 kBytes,131,216 MHz
STM32F769II,STM32F769IITx,Active,8.301,,LQFP176,2048 kBytes,512 kBytes,131,216 MHz
STM32F769NG,STM32F769NGHx,Active,8.088,,TFBGA216,1024 kBytes,512 kBytes,159,216 MHz
STM32F769NI,STM32F769NIHx,Active,8.939,"32F769IDISCOVERY, STM32F769I-DISC1, STM32F769I-EVAL",TFBGA216,2048 kBytes,512 kBytes,159,216 MHz
STM32F777BI,STM32F777BITx,Active,8.918,,LQFP208,2048 kBytes,512 kBytes,168,216 MHz
STM32F777II,STM32F777IIKx,Active,8.492,,UFBGA176,2048 kBytes,512 kBytes,140,216 MHz
STM32F777II,STM32F777IITx,Active,8.492,,LQFP176,2048 kBytes,512 kBytes,140,216 MHz
STM32F777NI,STM32F777NIHx,Active,9.131,,TFBGA216,2048 kBytes,512 kBytes,168,216 MHz
STM32F777VI,STM32F777VIHx,Active,7.747,,TFBGA100,2048 kBytes,512 kBytes,82,216 MHz
STM32F777VI,STM32F777VITx,Active,7.747,,LQFP100,2048 kBytes,512 kBytes,82,216 MHz
STM32F777ZI,STM32F777ZITx,Active,8.279,,LQFP144,2048 kBytes,512 kBytes,114,216 MHz
STM32F778AI,STM32F778AIYx,Active,7.343,,WLCSP180,2048 kBytes,512 kBytes,128,216 MHz
STM32F779AI,STM32F779AIYx,Active,7.343,,WLCSP180,2048 kBytes,512 kBytes,128,216 MHz
STM32F779BI,STM32F779BITx,Active,9.046,,LQFP208,2048 kBytes,512 kBytes,159,216 MHz
STM32F779II,STM32F779IITx,Active,8.62,,LQFP176,2048 kBytes,512 kBytes,131,216 MHz
STM32F779NI,STM32F779NIHx,Active,9.259,STM32F779I-EVAL,TFBGA216,2048 kBytes,512 kBytes,159,216 MHz
STM32G030C6,STM32G030C6Tx,Active,0.565,,LQFP48,32 kBytes,8 kBytes,43,64 MHz
STM32G030C8,STM32G030C8Tx,Active,0.597,,LQFP48,64 kBytes,8 kBytes,43,64 MHz
STM32G030F6,STM32G030F6Px,Active,0.424,,TSSOP20,32 kBytes,8 kBytes,26,64 MHz
STM32G030J6,STM32G030J6Mx,Active,0.369,,SO8N,32 kBytes,8 kBytes,17,64 MHz
STM32G030K6,STM32G030K6Tx,Active,0.487,,LQFP32,32 kBytes,8 kBytes,29,64 MHz
STM32G030K8,STM32G030K8Tx,Active,0.518,,LQFP32,64 kBytes,8 kBytes,29,64 MHz
STM32G031C4,STM32G031C4Tx,Active,0.856,,LQFP48,16 kBytes,8 kBytes,43,64 MHz
STM32G031C4,STM32G031C4Ux,Active,0.856,,UFQFPN48,16 kBytes,8 kBytes,43,64 MHz
STM32G031C6,STM32G031C6Tx,Active,0.899,,LQFP48,32 kBytes,8 kBytes,43,64 MHz
STM32G031C6,STM32G031C6Ux,Active,0.899,,UFQFPN48,32 kBytes,8 kBytes,43,64 MHz
STM32G031C8,STM32G031C8Tx,Active,0.953,,LQFP48,64 kBytes,8 kBytes,43,64 MHz
STM32G031C8,STM32G031C8Ux,Active,0.953,,UFQFPN48,64 kBytes,8 kBytes,43,64 MHz
STM32G031F4,STM32G031F4Px,Active,0.705,,TSSOP20,16 kBytes,8 kBytes,26,64 MHz
STM32G031F6,STM32G031F6Px,Active,0.741,,TSSOP20,32 kBytes,8 kBytes,26,64 MHz
STM32G031F8,STM32G031F8Px,Active,0.785,,TSSOP20,64 kBytes,8 kBytes,26,64 MHz
STM32G031G4,STM32G031G4Ux,Active,0.74,,UFQFPN28,16 kBytes,8 kBytes,25,64 MHz
STM32G031G6,STM32G031G6Ux,Active,0.777,,UFQFPN28,32 kBytes,8 kBytes,25,64 MHz
STM32G031G8,STM32G031G8Ux,Active,0.824,,UFQFPN28,64 kBytes,8 kBytes,25,64 MHz
STM32G031J4,STM32G031J4Mx,Active,0.532,,SO8N,16 kBytes,8 kBytes,17,64 MHz
STM32G031J6,STM32G031J6Mx,Active,0.558,STM32G0316-DISCO,SO8N,32 kBytes,8 kBytes,17,64 MHz
STM32G031K4,STM32G031K4Tx,Active,0.752,,LQFP32,16 kBytes,8 kBytes,29,64 MHz
STM32G031K4,STM32G031K4Ux,Active,0.752,,UFQFPN32,16 kBytes,8 kBytes,29,64 MHz
STM32G031K6,STM32G031K6Tx,Active,0.789,,LQFP32,32 kBytes,8 kBytes,29,64 MHz
STM32G031K6,STM32G031K6Ux,Active,0.789,,UFQFPN32,32 kBytes,8 kBytes,29,64 MHz
STM32G031K8,STM32G031K8Tx,Active,0.837,NUCLEO-G031K8,LQFP32,64 kBytes,8 kBytes,29,64 MHz
STM32G031K8,STM32G031K8Ux,Active,0.837,,UFQFPN32,64 kBytes,8 kBytes,29,64 MHz
STM32G031Y8,STM32G031Y8Yx,Active,0.785,,WLCSP18,64 kBytes,8 kBytes,26,64 MHz
STM32G041C6,STM32G041C6Tx,Active,1.041,,LQFP48,32 kBytes,8 kBytes,43,64 MHz
STM32G041C6,STM32G041C6Ux,NA,NA,,UFQFPN48,32 kBytes,8 kBytes,43,64 MHz
STM32G041C8,STM32G041C8Tx,Active,1.068,,LQFP48,64 kBytes,8 kBytes,43,64 MHz
STM32G041C8,STM32G041C8Ux,Active,1.068,,UFQFPN48,64 kBytes,8 kBytes,43,64 MHz
STM32G041F6,STM32G041F6Px,Active,0.856,,TSSOP20,32 kBytes,8 kBytes,26,64 MHz
STM32G041F8,STM32G041F8Px,Active,0.901,,TSSOP20,64 kBytes,8 kBytes,26,64 MHz
STM32G041G6,STM32G041G6Ux,Active,0.893,,UFQFPN28,32 kBytes,8 kBytes,25,64 MHz
STM32G041G8,STM32G041G8Ux,Active,0.939,,UFQFPN28,64 kBytes,8 kBytes,25,64 MHz
STM32G041J6,STM32G041J6Mx,Active,0.674,,SO8N,32 kBytes,8 kBytes,17,64 MHz
STM32G041K6,STM32G041K6Tx,Active,0.929,,LQFP32,32 kBytes,8 kBytes,29,64 MHz
STM32G041K6,STM32G041K6Ux,NA,NA,,UFQFPN32,32 kBytes,8 kBytes,29,64 MHz
STM32G041K8,STM32G041K8Tx,Active,0.952,,LQFP32,64 kBytes,8 kBytes,29,64 MHz
STM32G041K8,STM32G041K8Ux,Active,0.952,,UFQFPN32,64 kBytes,8 kBytes,29,64 MHz
STM32G041Y8,STM32G041Y8Yx,Active,0.901,,WLCSP18,64 kBytes,8 kBytes,26,64 MHz
